model,iter,Class,Precision,Recall,F1-score,Fold,Macro-F1,Model,Avg_MacroF1,Fold1,Fold2,Fold3,Fold4,Fold5,AUC,subject_id,y_true,y_pred,Feature Index,Mean |SHAP|
stacker_preds_iter3.csv,iter3,,,,,,,76074.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,91024.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27947.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,71125.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,24455.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65007.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,78600.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,87957.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29354.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,19303.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,59343.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,82006.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,97681.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28455.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28734.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,74260.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65862.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,71286.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,22756.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,51528.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,47955.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,11369.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28496.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,4577.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,89356.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28674.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,12542.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28627.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,88565.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,11624.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,79876.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,86238.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,43243.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,25054.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,72781.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,13757.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,23231.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30820.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,44234.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,69221.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,52590.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,26791.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,70164.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29026.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,17757.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,64796.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,42970.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66580.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,52260.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65490.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,20508.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,96148.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,98644.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,31813.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27868.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,50549.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,18601.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,45727.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,95136.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,19460.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65358.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,56446.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,57573.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30116.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,87976.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,59570.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,43060.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,98481.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,70368.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,50648.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,58438.0,2.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,32445.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,26499.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29453.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,42519.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,452.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,89895.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,49081.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,96814.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,52087.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,98734.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,88764.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,81818.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,18353.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,59707.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,6287.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,80935.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,74677.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,41621.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,64227.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,15277.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,76867.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,82436.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,31679.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30659.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,20838.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,75525.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,5772.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,23492.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,26031.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,53007.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,91295.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,83314.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27425.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,41897.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,14425.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,92610.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,22686.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,1325.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,5397.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,82023.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30731.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,56819.0,2.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,83398.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,24785.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,43093.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,69786.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,53309.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30192.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,3777.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,88452.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,95294.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,42583.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,71945.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66629.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,97984.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,89646.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27587.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,47775.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,14419.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65645.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,97922.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,84722.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,75785.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,7143.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,1786.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,15012.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,80559.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27608.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,76857.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,57449.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,6401.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65107.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,48064.0,2.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28752.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,40514.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,52710.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,86997.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66069.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66405.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,65589.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,16917.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,70025.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,20389.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,41562.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,89002.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,18197.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,88386.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,7676.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,55205.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66598.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,46776.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,87111.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,49683.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,76346.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,44874.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,99384.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,87687.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,73425.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,89089.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,21347.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,73243.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29003.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,236.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,59816.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,22862.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,28753.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,98834.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,66002.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,96338.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,85551.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,16465.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,56372.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,14193.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,83728.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,92757.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,68849.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,25705.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,96838.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,44706.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,7900.0,2.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,41308.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,45786.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,15941.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,21055.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,78911.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29137.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,63237.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,83156.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,3100.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30914.0,0.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,30740.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,32616.0,2.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,17931.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,22267.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,78322.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,27758.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,22337.0,1.0,1.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,92941.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,29761.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,25360.0,1.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,62141.0,0.0,0.0,,,,,,,,,,,
stacker_preds_iter3.csv,iter3,,,,,,,41434.0,0.0,0.0,,,,,,,,,,,
tfidf,iter3,0,0.8216503992901508,0.6849112426035503,0.7470754336425979,,,,,,,,,,,,,,,,
tfidf,iter3,1,0.5684647302904564,0.6534181240063593,0.6079881656804734,,,,,,,,,,,,,,,,
tfidf,iter3,2,0.2821100917431192,0.4032786885245901,0.3319838056680162,,,,,,,,,,,,,,,,
tfidf,iter3,Accuracy,0.6386701662292213,,,,,,,,,,,,,,,,,,
tfidf,iter3,MacroAUC,0.7782502177005539,,,,,,,,,,,,,,,,,,
gru,iter3,0,0.7439846005774784,0.4690533980582524,0.5753628582061779,,,,,,,,,,,,,,,,
gru,iter3,1,0.378535170413343,0.7393767705382436,0.5007194244604316,,,,,,,,,,,,,,,,
gru,iter3,2,0.1552511415525114,0.1201413427561837,0.1354581673306772,,,,,,,,,,,,,,,,
gru,iter3,Accuracy,0.5039817974971559,,,,,,,,,,,,,,,,,,
gru,iter3,MacroAUC,0.6518033975676664,,,,,,,,,,,,,,,,,,
gru,iter3,MicroAUC,0.6945985694951903,,,,,,,,,,,,,,,,,,
stacker_best_model_folds_iter3.csv,iter3,,,,,,,,,,Fold-1,0.5138,,,,,,,,,
stacker_best_model_folds_iter3.csv,iter3,,,,,,,,,,Fold-2,0.5295,,,,,,,,,
stacker_best_model_folds_iter3.csv,iter3,,,,,,,,,,Fold-3,0.5445,,,,,,,,,
stacker_best_model_folds_iter3.csv,iter3,,,,,,,,,,Fold-4,0.5632,,,,,,,,,
stacker_best_model_folds_iter3.csv,iter3,,,,,,,,,,Fold-5,0.5116,,,,,,,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,LogisticRegression,,,,,,,0.5309,0.5151,0.5245,0.5405,0.5394,0.5351,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,RandomForest,,,,,,,0.4695,0.4367,0.5014,0.4947,0.466,0.4486,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,XGBoost,,,,,,,0.4727,0.47,0.5055,0.4573,0.4764,0.4541,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,LightGBM,,,,,,,0.4921,0.4611,0.5202,0.5005,0.5194,0.4593,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,CatBoost,,,,,,,0.4826,0.4743,0.5067,0.5243,0.464,0.4438,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,MLP,,,,,,,0.484,0.4741,0.5166,0.4584,0.4808,0.4903,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,SVM,,,,,,,0.5325,0.5138,0.5295,0.5445,0.5632,0.5116,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,NaiveBayes,,,,,,,0.4735,0.3049,0.5166,0.515,0.5102,0.521,,,
stacker_candidate_scores_iter3.csv,iter3,,,,,StackingCV,,,,,,,0.5293,0.5107,0.5287,0.5454,0.5468,0.515,,,
stacker_multiclass_metrics_iter3_svm.csv,iter3,0,0.741,0.837,0.7861,,,,,,,,,,,,,,,,
stacker_multiclass_metrics_iter3_svm.csv,iter3,1,0.5556,0.6356,0.5929,,,,,,,,,,,,,,,,
stacker_multiclass_metrics_iter3_svm.csv,iter3,2,0.0,0.0,0.0,,,,,,,,,,,,,,,,
lstm_multiclass_metrics_iter32.csv,iter3,0,0.747,0.0751,0.1364,,,,,,,,,,,,,,,,
lstm_multiclass_metrics_iter32.csv,iter3,1,0.4,0.0792,0.1322,,,,,,,,,,,,,,,,
lstm_multiclass_metrics_iter32.csv,iter3,2,0.075,0.9884,0.1395,,,,,,,,,,,,,,,,
tabular_metrics_iter32.csv,iter3,,,,,RandomForest,0.6057,,,,,,,,,,,,,,
tabular_metrics_iter32.csv,iter3,,,,,XGBoost,0.6024,,,,,,,,,,,,,,
tabular_f1_scores_iter32.csv,iter3,,,,,RandomForest,,,,,,,,,,,,,0.4175,,
tabular_f1_scores_iter32.csv,iter3,,,,,XGBoost,,,,,,,,,,,,,0.3486,,
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,1.0,0.1569109536908768
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,2.0,0.1557301915175206
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,3.0,0.1542379378869726
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,4.0,0.152904459954919
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,5.0,0.1522903255111462
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,6.0,0.1522810340330407
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,7.0,0.1522212624549865
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,8.0,0.1521069264492473
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,9.0,0.1519270168768393
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,10.0,0.1514305037421149
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,11.0,0.1507560353021363
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,12.0,0.1489984910633112
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,13.0,0.1472952692089854
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,14.0,0.1472196903180431
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,15.0,0.1452207063903679
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,16.0,0.1500765999426712
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,17.0,0.1622721057485889
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,18.0,0.1618048319139996
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,19.0,0.194175026304013
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,20.0,0.2082492076867335
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,21.0,0.2421540162853292
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,22.0,0.2326895451626262
clinicalbert_lstm_training_log_iter31.csv,iter3,,,,,,,,,,,,,,,,,,,23.0,0.2558736297729853
clinicalbert_lstm_metrics_iter31.csv,iter3,0,0.6667,0.0027,0.0054,,,,,,,,,,,,,,,,
clinicalbert_lstm_metrics_iter31.csv,iter3,1,0.4363,0.6914,0.535,,,,,,,,,,,,,,,,
clinicalbert_lstm_metrics_iter31.csv,iter3,2,0.0502,0.3735,0.0886,,,,,,,,,,,,,,,,
clinicalbert_lstm_metrics_iter31.csv,iter3,macro avg,0.3844,0.3559,0.2097,,,,,,,,,,,,,,,,
clinicalbert_lstm_metrics_iter31.csv,iter3,weighted avg,0.5551,0.2305,0.1661,,,,,,,,,,,,,,,,
tfidf_multiclass_metrics_iter32.csv,iter3,0,0.7775,0.7431,0.7599,,,,,,,,,,,,,,,,
